   1.6699999999999998E-009   1.3359999999999999E-008
   1.5697999999999999E-008   4.3420000000000001E-009
   9.1014999999999988E-009   1.6616499999999999E-008
   8.0994999999999992E-009   3.8409999999999995E-009
   1.2191000000000000E-008   2.4215000000000000E-009
   1.0604499999999999E-008   9.8529999999999990E-009
   1.4862999999999999E-008   1.2357999999999999E-008
   4.5924999999999996E-009   1.4696000000000000E-008
   5.0099999999999999E-009   1.5030000000000000E-008
   1.3777499999999999E-008   5.2604999999999994E-009
   8.0160000000000004E-009   1.4779500000000000E-008
   3.6739999999999999E-009   8.5169999999999994E-009
   3.3399999999999996E-009   1.0771500000000000E-008
   8.7674999999999989E-009   6.6799999999999993E-009
   2.3380000000000000E-009   7.6819999999999989E-009
   7.0974999999999995E-009   3.3399999999999998E-010
   2.0040000000000001E-009   1.0771500000000000E-008
   1.3860999999999999E-008   1.4194999999999999E-008
   9.9364999999999993E-009   8.8509999999999993E-009
   1.2942500000000000E-008   1.4362000000000000E-008
   2.2545000000000000E-009   8.0160000000000004E-009
   1.9204999999999997E-009   1.5029999999999999E-009
   4.5090000000000000E-009   3.1729999999999997E-009
   1.2357999999999999E-008   6.1789999999999994E-009
   4.5090000000000000E-009   1.9204999999999997E-009
   1.2357999999999999E-008   1.2525000000000000E-009
   1.6365999999999999E-008   1.0020000000000000E-008
   7.4314999999999994E-009   9.5189999999999991E-009
   1.8370000000000000E-009   1.5197000000000000E-008
   6.6799999999999993E-009   1.1940499999999999E-008
   2.9224999999999998E-009   4.0080000000000002E-009
   6.3459999999999994E-009   4.5924999999999996E-009
   5.8450000000000000E-010   8.3499999999999996E-011
   1.4445499999999999E-008   1.1689999999999999E-008
   1.3359999999999999E-008   1.5030000000000000E-008
   1.4362000000000000E-008   1.2608500000000000E-008
   7.5149999999999994E-010   1.1189000000000000E-008
   8.1829999999999996E-009   2.3380000000000000E-009
   6.0954999999999999E-009   7.8489999999999997E-009
   5.0100000000000003E-010   8.0994999999999992E-009
   1.6282500000000000E-008   2.0040000000000001E-009
   1.3610500000000000E-008   1.0855000000000000E-008
   1.4194999999999999E-009   1.4194999999999999E-009
   1.0020000000000001E-009   1.6533000000000000E-008
   7.2644999999999995E-009   1.0020000000000000E-008
   2.2545000000000000E-009   1.6699999999999998E-009
   1.0771500000000000E-008   1.5530999999999999E-008
   1.4528999999999999E-008   2.8389999999999998E-009
   9.7695000000000002E-009   8.4334999999999991E-009
   1.6449499999999998E-008   9.6859999999999998E-009
