          15         123
         145          40
          84         153
          75          36
         113          22
          98          91
         137         114
          42         136
          46         139
         127          48
          74         136
          34          78
          31          99
          81          62
          22          71
          66           3
          18          99
         128         131
          91          81
         119         133
          21          74
          18          14
          42          30
         114          57
          41          18
         114          12
         151          93
          69          88
          17         140
          62         110
          27          37
          58          42
           5           1
         133         108
         123         138
         132         117
           7         103
          76          22
          56          72
           5          74
         150          19
         126         100
          13          13
           9         152
          67          92
          21          16
         100         143
         134          26
          90          77
         152          89
